
======================================================================
🚀 AI Translation - OpenAI GPT-4o mini
======================================================================
Model: gpt-4o-mini
Target: Entries with ID <= 60000 (includes 行く, 見る, 飲む)
Database: data/dictionary_full_multilingual.sqlite
Pricing: $0.150/M input, $0.600/M output (6x cheaper than Claude!)
======================================================================

Found 64438 senses to translate

Estimated cost: $1.06
Estimated time: 64.4 minutes

Auto-confirmed with --yes flag

🔄 Starting translation...


Progress: 100/64438 (0%) | Rate: 5.1/s | ETA: 211.4min | Cost: $0.001
Progress: 200/64438 (0%) | Rate: 4.6/s | ETA: 232.5min | Cost: $0.002
Progress: 300/64438 (0%) | Rate: 4.4/s | ETA: 240.7min | Cost: $0.002
Progress: 400/64438 (0%) | Rate: 4.3/s | ETA: 245.8min | Cost: $0.003
Progress: 500/64438 (0%) | Rate: 4.2/s | ETA: 255.3min | Cost: $0.004
Progress: 600/64438 (0%) | Rate: 4.3/s | ETA: 246.7min | Cost: $0.004
Progress: 700/64438 (1%) | Rate: 4.6/s | ETA: 230.8min | Cost: $0.005
Progress: 800/64438 (1%) | Rate: 4.6/s | ETA: 228.3min | Cost: $0.006
Progress: 900/64438 (1%) | Rate: 4.8/s | ETA: 219.5min | Cost: $0.006
Progress: 1000/64438 (1%) | Rate: 4.9/s | ETA: 214.8min | Cost: $0.007
Progress: 1100/64438 (1%) | Rate: 4.5/s | ETA: 232.9min | Cost: $0.007
Progress: 1200/64438 (1%) | Rate: 4.6/s | ETA: 231.5min | Cost: $0.008
Progress: 1300/64438 (2%) | Rate: 4.6/s | ETA: 227.6min | Cost: $0.009
Progress: 1400/64438 (2%) | Rate: 4.6/s | ETA: 226.4min | Cost: $0.009
Progress: 1500/64438 (2%) | Rate: 4.8/s | ETA: 218.4min | Cost: $0.010
Progress: 1600/64438 (2%) | Rate: 5.0/s | ETA: 211.5min | Cost: $0.010
Progress: 1700/64438 (2%) | Rate: 5.0/s | ETA: 209.8min | Cost: $0.011
Progress: 1800/64438 (2%) | Rate: 5.0/s | ETA: 207.9min | Cost: $0.012
Progress: 1900/64438 (2%) | Rate: 5.0/s | ETA: 208.5min | Cost: $0.012
Progress: 2000/64438 (3%) | Rate: 5.0/s | ETA: 208.5min | Cost: $0.013
Progress: 9500/64438 (14%) | Rate: 4.8/s | ETA: 192.1min | Cost: $0.069
Progress: 9600/64438 (14%) | Rate: 4.7/s | ETA: 192.4min | Cost: $0.070
Progress: 9700/64438 (15%) | Rate: 4.7/s | ETA: 192.6min | Cost: $0.070
Progress: 9800/64438 (15%) | Rate: 4.7/s | ETA: 192.3min | Cost: $0.071
Progress: 9900/64438 (15%) | Rate: 4.7/s | ETA: 192.1min | Cost: $0.072
Progress: 10000/64438 (15%) | Rate: 4.7/s | ETA: 191.7min | Cost: $0.073
Progress: 10100/64438 (15%) | Rate: 4.7/s | ETA: 191.2min | Cost: $0.073
Progress: 10200/64438 (15%) | Rate: 4.7/s | ETA: 190.8min | Cost: $0.074
Progress: 10300/64438 (15%) | Rate: 4.7/s | ETA: 190.8min | Cost: $0.075
Progress: 10400/64438 (16%) | Rate: 4.7/s | ETA: 190.2min | Cost: $0.076
Progress: 10500/64438 (16%) | Rate: 4.7/s | ETA: 189.6min | Cost: $0.077
Progress: 10600/64438 (16%) | Rate: 4.7/s | ETA: 189.5min | Cost: $0.077
Progress: 10700/64438 (16%) | Rate: 4.7/s | ETA: 189.5min | Cost: $0.078
Progress: 10800/64438 (16%) | Rate: 4.7/s | ETA: 188.9min | Cost: $0.079
Progress: 10900/64438 (16%) | Rate: 4.7/s | ETA: 188.6min | Cost: $0.080
Progress: 11000/64438 (17%) | Rate: 4.8/s | ETA: 187.3min | Cost: $0.080
Progress: 11100/64438 (17%) | Rate: 4.8/s | ETA: 187.0min | Cost: $0.081
Progress: 11200/64438 (17%) | Rate: 4.8/s | ETA: 186.3min | Cost: $0.082
Progress: 11300/64438 (17%) | Rate: 4.8/s | ETA: 186.1min | Cost: $0.083
Progress: 11400/64438 (17%) | Rate: 4.8/s | ETA: 185.7min | Cost: $0.083
Progress: 11500/64438 (17%) | Rate: 4.8/s | ETA: 185.1min | Cost: $0.084
Progress: 11600/64438 (18%) | Rate: 4.8/s | ETA: 184.7min | Cost: $0.085
Progress: 11700/64438 (18%) | Rate: 4.8/s | ETA: 184.4min | Cost: $0.086
Progress: 11800/64438 (18%) | Rate: 4.8/s | ETA: 184.5min | Cost: $0.087
Progress: 11900/64438 (18%) | Rate: 4.8/s | ETA: 183.8min | Cost: $0.087
Progress: 12000/64438 (18%) | Rate: 4.8/s | ETA: 183.4min | Cost: $0.088
Progress: 12100/64438 (18%) | Rate: 4.7/s | ETA: 184.1min | Cost: $0.089
Progress: 12200/64438 (18%) | Rate: 4.7/s | ETA: 184.0min | Cost: $0.089
Progress: 12300/64438 (19%) | Rate: 4.7/s | ETA: 184.8min | Cost: $0.090
Progress: 12400/64438 (19%) | Rate: 4.7/s | ETA: 184.3min | Cost: $0.091
Progress: 12500/64438 (19%) | Rate: 4.7/s | ETA: 183.8min | Cost: $0.092
Progress: 12600/64438 (19%) | Rate: 4.5/s | ETA: 192.0min | Cost: $0.092
Progress: 12700/64438 (19%) | Rate: 4.1/s | ETA: 208.2min | Cost: $0.093
Progress: 12800/64438 (19%) | Rate: 4.2/s | ETA: 207.4min | Cost: $0.094
Progress: 12900/64438 (20%) | Rate: 4.1/s | ETA: 207.0min | Cost: $0.095
Progress: 13000/64438 (20%) | Rate: 4.2/s | ETA: 206.3min | Cost: $0.095
Progress: 13100/64438 (20%) | Rate: 4.2/s | ETA: 206.1min | Cost: $0.096
Progress: 13200/64438 (20%) | Rate: 4.2/s | ETA: 205.7min | Cost: $0.097
Progress: 13300/64438 (20%) | Rate: 4.1/s | ETA: 206.1min | Cost: $0.098
Progress: 13400/64438 (20%) | Rate: 4.1/s | ETA: 205.8min | Cost: $0.098
Progress: 13500/64438 (20%) | Rate: 4.1/s | ETA: 205.6min | Cost: $0.099
Progress: 13600/64438 (21%) | Rate: 4.1/s | ETA: 204.8min | Cost: $0.100
Progress: 13700/64438 (21%) | Rate: 4.1/s | ETA: 207.5min | Cost: $0.101
Progress: 13800/64438 (21%) | Rate: 4.1/s | ETA: 207.2min | Cost: $0.101
Progress: 13900/64438 (21%) | Rate: 4.1/s | ETA: 206.7min | Cost: $0.102
Progress: 14000/64438 (21%) | Rate: 4.1/s | ETA: 206.0min | Cost: $0.103
Progress: 14100/64438 (21%) | Rate: 4.1/s | ETA: 205.4min | Cost: $0.104
Progress: 14200/64438 (22%) | Rate: 4.1/s | ETA: 204.8min | Cost: $0.104
Progress: 14300/64438 (22%) | Rate: 4.1/s | ETA: 204.3min | Cost: $0.105
Progress: 14400/64438 (22%) | Rate: 4.1/s | ETA: 204.1min | Cost: $0.106
Progress: 14500/64438 (22%) | Rate: 4.1/s | ETA: 203.5min | Cost: $0.106
Progress: 14600/64438 (22%) | Rate: 4.1/s | ETA: 203.3min | Cost: $0.107
Progress: 14700/64438 (22%) | Rate: 4.1/s | ETA: 202.9min | Cost: $0.108
Progress: 14800/64438 (22%) | Rate: 4.1/s | ETA: 202.1min | Cost: $0.109
Progress: 14900/64438 (23%) | Rate: 4.1/s | ETA: 201.8min | Cost: $0.109
Progress: 15000/64438 (23%) | Rate: 4.1/s | ETA: 201.4min | Cost: $0.110
Progress: 15100/64438 (23%) | Rate: 4.1/s | ETA: 200.8min | Cost: $0.111
Progress: 15200/64438 (23%) | Rate: 4.1/s | ETA: 200.7min | Cost: $0.112
Progress: 15300/64438 (23%) | Rate: 4.1/s | ETA: 200.2min | Cost: $0.113
Progress: 15400/64438 (23%) | Rate: 4.1/s | ETA: 199.4min | Cost: $0.113
Progress: 15500/64438 (24%) | Rate: 4.1/s | ETA: 198.9min | Cost: $0.114
Progress: 15600/64438 (24%) | Rate: 4.1/s | ETA: 198.1min | Cost: $0.115
Progress: 15700/64438 (24%) | Rate: 4.1/s | ETA: 198.6min | Cost: $0.116
Progress: 15800/64438 (24%) | Rate: 4.1/s | ETA: 198.1min | Cost: $0.116
Progress: 15900/64438 (24%) | Rate: 4.1/s | ETA: 197.4min | Cost: $0.117
Progress: 16000/64438 (24%) | Rate: 4.1/s | ETA: 196.7min | Cost: $0.118
Progress: 16100/64438 (24%) | Rate: 4.1/s | ETA: 196.0min | Cost: $0.119
Progress: 16200/64438 (25%) | Rate: 4.1/s | ETA: 195.6min | Cost: $0.119
Progress: 16300/64438 (25%) | Rate: 4.1/s | ETA: 195.0min | Cost: $0.120
Progress: 16400/64438 (25%) | Rate: 4.1/s | ETA: 194.6min | Cost: $0.121
Progress: 16500/64438 (25%) | Rate: 4.1/s | ETA: 194.1min | Cost: $0.122
Progress: 16600/64438 (25%) | Rate: 4.1/s | ETA: 193.4min | Cost: $0.122
Progress: 16700/64438 (25%) | Rate: 4.1/s | ETA: 193.0min | Cost: $0.123
Progress: 16800/64438 (26%) | Rate: 4.1/s | ETA: 192.4min | Cost: $0.124
Progress: 16900/64438 (26%) | Rate: 4.1/s | ETA: 191.9min | Cost: $0.125
Progress: 17000/64438 (26%) | Rate: 4.1/s | ETA: 190.9min | Cost: $0.125
Progress: 17100/64438 (26%) | Rate: 4.2/s | ETA: 190.1min | Cost: $0.126
Progress: 17200/64438 (26%) | Rate: 4.2/s | ETA: 189.5min | Cost: $0.127
Progress: 17300/64438 (26%) | Rate: 4.2/s | ETA: 189.0min | Cost: $0.128
Progress: 17400/64438 (27%) | Rate: 4.2/s | ETA: 188.3min | Cost: $0.128
Progress: 17500/64438 (27%) | Rate: 4.2/s | ETA: 187.5min | Cost: $0.129
Progress: 17600/64438 (27%) | Rate: 4.2/s | ETA: 186.9min | Cost: $0.129
Progress: 17700/64438 (27%) | Rate: 4.2/s | ETA: 186.6min | Cost: $0.130
Progress: 17800/64438 (27%) | Rate: 4.2/s | ETA: 186.0min | Cost: $0.131
Progress: 17900/64438 (27%) | Rate: 4.2/s | ETA: 185.5min | Cost: $0.132
Progress: 18000/64438 (27%) | Rate: 4.2/s | ETA: 184.9min | Cost: $0.133
Progress: 18100/64438 (28%) | Rate: 4.2/s | ETA: 184.2min | Cost: $0.133
Progress: 18200/64438 (28%) | Rate: 4.2/s | ETA: 183.8min | Cost: $0.134
Progress: 18300/64438 (28%) | Rate: 4.2/s | ETA: 183.3min | Cost: $0.135
Progress: 18400/64438 (28%) | Rate: 4.2/s | ETA: 182.8min | Cost: $0.136
Progress: 18500/64438 (28%) | Rate: 4.2/s | ETA: 182.2min | Cost: $0.136
Progress: 18600/64438 (28%) | Rate: 4.2/s | ETA: 181.7min | Cost: $0.137
Progress: 18700/64438 (29%) | Rate: 4.2/s | ETA: 181.2min | Cost: $0.138
Progress: 18800/64438 (29%) | Rate: 4.2/s | ETA: 180.7min | Cost: $0.139
Progress: 18900/64438 (29%) | Rate: 4.2/s | ETA: 180.1min | Cost: $0.139
Progress: 19000/64438 (29%) | Rate: 4.2/s | ETA: 179.4min | Cost: $0.140
Progress: 19100/64438 (29%) | Rate: 4.2/s | ETA: 179.0min | Cost: $0.141
Progress: 19200/64438 (29%) | Rate: 4.2/s | ETA: 178.6min | Cost: $0.142
Progress: 19300/64438 (29%) | Rate: 4.2/s | ETA: 178.1min | Cost: $0.142
Progress: 19400/64438 (30%) | Rate: 4.2/s | ETA: 177.5min | Cost: $0.143
Progress: 19500/64438 (30%) | Rate: 4.2/s | ETA: 177.0min | Cost: $0.144
Progress: 19600/64438 (30%) | Rate: 4.2/s | ETA: 176.5min | Cost: $0.145
Progress: 19700/64438 (30%) | Rate: 4.2/s | ETA: 175.9min | Cost: $0.145
Progress: 19800/64438 (30%) | Rate: 4.2/s | ETA: 175.5min | Cost: $0.146
Progress: 19900/64438 (30%) | Rate: 4.2/s | ETA: 175.0min | Cost: $0.147
Progress: 20000/64438 (31%) | Rate: 4.3/s | ETA: 174.3min | Cost: $0.147
Progress: 20100/64438 (31%) | Rate: 4.3/s | ETA: 173.8min | Cost: $0.148
Progress: 20200/64438 (31%) | Rate: 4.3/s | ETA: 173.4min | Cost: $0.149
Progress: 20300/64438 (31%) | Rate: 4.3/s | ETA: 173.0min | Cost: $0.150
Progress: 20400/64438 (31%) | Rate: 4.3/s | ETA: 172.5min | Cost: $0.150
Progress: 20500/64438 (31%) | Rate: 4.3/s | ETA: 171.8min | Cost: $0.151
Progress: 20600/64438 (31%) | Rate: 4.3/s | ETA: 171.3min | Cost: $0.152
Progress: 20700/64438 (32%) | Rate: 4.3/s | ETA: 170.8min | Cost: $0.153
Progress: 20800/64438 (32%) | Rate: 4.3/s | ETA: 170.3min | Cost: $0.153
Progress: 20900/64438 (32%) | Rate: 4.3/s | ETA: 169.7min | Cost: $0.154
Progress: 21000/64438 (32%) | Rate: 4.3/s | ETA: 169.2min | Cost: $0.155
Progress: 21100/64438 (32%) | Rate: 4.3/s | ETA: 168.9min | Cost: $0.156
Progress: 21200/64438 (32%) | Rate: 4.3/s | ETA: 168.8min | Cost: $0.156
Progress: 21300/64438 (33%) | Rate: 4.3/s | ETA: 168.6min | Cost: $0.157
Progress: 21400/64438 (33%) | Rate: 4.3/s | ETA: 168.2min | Cost: $0.158
Progress: 21500/64438 (33%) | Rate: 4.3/s | ETA: 168.0min | Cost: $0.159
Progress: 21600/64438 (33%) | Rate: 4.3/s | ETA: 167.9min | Cost: $0.159
Progress: 21700/64438 (33%) | Rate: 4.3/s | ETA: 167.4min | Cost: $0.160
Progress: 21800/64438 (33%) | Rate: 4.3/s | ETA: 166.9min | Cost: $0.161
Progress: 21900/64438 (33%) | Rate: 4.3/s | ETA: 166.4min | Cost: $0.162
Progress: 22000/64438 (34%) | Rate: 4.3/s | ETA: 165.8min | Cost: $0.162
Progress: 22100/64438 (34%) | Rate: 4.3/s | ETA: 165.0min | Cost: $0.163
Progress: 22200/64438 (34%) | Rate: 4.3/s | ETA: 164.5min | Cost: $0.164
Progress: 22300/64438 (34%) | Rate: 4.3/s | ETA: 164.1min | Cost: $0.165
Progress: 22400/64438 (34%) | Rate: 4.3/s | ETA: 163.5min | Cost: $0.165
Progress: 22500/64438 (34%) | Rate: 4.3/s | ETA: 163.1min | Cost: $0.166
Progress: 22600/64438 (35%) | Rate: 4.3/s | ETA: 162.7min | Cost: $0.167
Progress: 22700/64438 (35%) | Rate: 4.3/s | ETA: 162.2min | Cost: $0.167
Progress: 22800/64438 (35%) | Rate: 4.3/s | ETA: 162.2min | Cost: $0.168
Progress: 22900/64438 (35%) | Rate: 4.3/s | ETA: 161.8min | Cost: $0.169
Progress: 23000/64438 (35%) | Rate: 4.3/s | ETA: 161.4min | Cost: $0.170
Progress: 23100/64438 (35%) | Rate: 4.3/s | ETA: 160.8min | Cost: $0.170
Progress: 23200/64438 (36%) | Rate: 4.3/s | ETA: 160.4min | Cost: $0.171
Progress: 23300/64438 (36%) | Rate: 4.3/s | ETA: 159.9min | Cost: $0.172
Progress: 23400/64438 (36%) | Rate: 4.3/s | ETA: 159.3min | Cost: $0.173
Progress: 23500/64438 (36%) | Rate: 4.3/s | ETA: 159.0min | Cost: $0.173
Progress: 23600/64438 (36%) | Rate: 4.3/s | ETA: 158.5min | Cost: $0.174
Progress: 23700/64438 (36%) | Rate: 4.3/s | ETA: 158.0min | Cost: $0.175
Progress: 23800/64438 (36%) | Rate: 4.3/s | ETA: 157.6min | Cost: $0.175
Progress: 23900/64438 (37%) | Rate: 4.3/s | ETA: 157.2min | Cost: $0.176
Progress: 24000/64438 (37%) | Rate: 4.3/s | ETA: 156.9min | Cost: $0.177
Progress: 24100/64438 (37%) | Rate: 4.3/s | ETA: 156.6min | Cost: $0.178
Progress: 24200/64438 (37%) | Rate: 4.3/s | ETA: 156.1min | Cost: $0.179
Progress: 24300/64438 (37%) | Rate: 4.3/s | ETA: 155.7min | Cost: $0.179
Progress: 24400/64438 (37%) | Rate: 4.3/s | ETA: 155.3min | Cost: $0.180
Progress: 24500/64438 (38%) | Rate: 4.3/s | ETA: 154.9min | Cost: $0.181
Progress: 24600/64438 (38%) | Rate: 4.3/s | ETA: 154.5min | Cost: $0.182
Progress: 24700/64438 (38%) | Rate: 4.3/s | ETA: 154.1min | Cost: $0.182
Progress: 24800/64438 (38%) | Rate: 4.3/s | ETA: 153.6min | Cost: $0.183
Progress: 24900/64438 (38%) | Rate: 4.3/s | ETA: 153.0min | Cost: $0.184
Progress: 25000/64438 (38%) | Rate: 4.3/s | ETA: 152.6min | Cost: $0.185
Progress: 25100/64438 (38%) | Rate: 4.3/s | ETA: 152.2min | Cost: $0.186
Progress: 25200/64438 (39%) | Rate: 4.3/s | ETA: 151.7min | Cost: $0.186
Progress: 25300/64438 (39%) | Rate: 4.3/s | ETA: 151.2min | Cost: $0.187
Progress: 25400/64438 (39%) | Rate: 4.3/s | ETA: 150.9min | Cost: $0.188
Progress: 25500/64438 (39%) | Rate: 4.3/s | ETA: 150.5min | Cost: $0.189
Progress: 25600/64438 (39%) | Rate: 4.3/s | ETA: 150.2min | Cost: $0.189
Progress: 25700/64438 (39%) | Rate: 4.3/s | ETA: 149.8min | Cost: $0.190
Progress: 25800/64438 (40%) | Rate: 4.3/s | ETA: 149.4min | Cost: $0.191
Progress: 25900/64438 (40%) | Rate: 4.3/s | ETA: 149.0min | Cost: $0.192
Progress: 26000/64438 (40%) | Rate: 4.3/s | ETA: 148.6min | Cost: $0.192
Progress: 26100/64438 (40%) | Rate: 4.3/s | ETA: 148.0min | Cost: $0.193
Progress: 26200/64438 (40%) | Rate: 4.3/s | ETA: 147.6min | Cost: $0.194
Progress: 26300/64438 (40%) | Rate: 4.3/s | ETA: 147.1min | Cost: $0.195
Progress: 26400/64438 (40%) | Rate: 4.3/s | ETA: 146.7min | Cost: $0.196
Progress: 26500/64438 (41%) | Rate: 4.3/s | ETA: 146.2min | Cost: $0.196
Progress: 26600/64438 (41%) | Rate: 4.3/s | ETA: 145.8min | Cost: $0.197
Progress: 26700/64438 (41%) | Rate: 4.3/s | ETA: 145.4min | Cost: $0.198
Progress: 26800/64438 (41%) | Rate: 4.3/s | ETA: 144.9min | Cost: $0.198
Progress: 26900/64438 (41%) | Rate: 4.3/s | ETA: 144.5min | Cost: $0.199
Progress: 27000/64438 (41%) | Rate: 4.3/s | ETA: 144.1min | Cost: $0.200
Progress: 27100/64438 (42%) | Rate: 4.3/s | ETA: 143.6min | Cost: $0.200
Progress: 27200/64438 (42%) | Rate: 4.3/s | ETA: 143.2min | Cost: $0.201
Progress: 27300/64438 (42%) | Rate: 4.3/s | ETA: 142.8min | Cost: $0.202
Progress: 27400/64438 (42%) | Rate: 4.3/s | ETA: 142.4min | Cost: $0.203
Progress: 27500/64438 (42%) | Rate: 4.3/s | ETA: 142.0min | Cost: $0.204
Progress: 27600/64438 (42%) | Rate: 4.3/s | ETA: 141.5min | Cost: $0.204
Progress: 27700/64438 (42%) | Rate: 4.3/s | ETA: 141.0min | Cost: $0.205
